,0,1,2,3,4,5,6,7,8,9
0,0.2153846153846154,0.07692307692307693,0.1076923076923077,0.07692307692307693,0.07692307692307693,0.1076923076923077,0.09230769230769231,0.07692307692307693,0.07692307692307693,0.09230769230769231
1,0.08196721311475409,0.08196721311475409,0.09836065573770492,0.08196721311475409,0.11475409836065574,0.13114754098360656,0.08196721311475409,0.11475409836065574,0.09836065573770492,0.11475409836065574
2,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.12280701754385964,0.08771929824561403,0.12280701754385964,0.08771929824561403,0.14035087719298245,0.08771929824561403
3,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.08771929824561403,0.15789473684210525,0.08771929824561403
4,0.08,0.06666666666666667,0.14666666666666667,0.06666666666666667,0.14666666666666667,0.08,0.09333333333333334,0.08,0.12,0.12
5,0.08771929824561403,0.10526315789473684,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.08771929824561403,0.08771929824561403,0.12280701754385964,0.14035087719298245,0.08771929824561403
6,0.06944444444444445,0.08333333333333333,0.1111111111111111,0.06944444444444445,0.09722222222222222,0.08333333333333333,0.09722222222222222,0.09722222222222222,0.2222222222222222,0.06944444444444445
7,0.12987012987012986,0.1038961038961039,0.1038961038961039,0.07792207792207792,0.11688311688311688,0.07792207792207792,0.09090909090909091,0.07792207792207792,0.15584415584415584,0.06493506493506493
8,0.07246376811594203,0.07246376811594203,0.13043478260869565,0.07246376811594203,0.08695652173913043,0.13043478260869565,0.11594202898550725,0.07246376811594203,0.15942028985507245,0.08695652173913043
9,0.10344827586206896,0.08620689655172414,0.08620689655172414,0.10344827586206896,0.08620689655172414,0.08620689655172414,0.08620689655172414,0.10344827586206896,0.15517241379310345,0.10344827586206896
10,0.07575757575757576,0.07575757575757576,0.10606060606060606,0.07575757575757576,0.09090909090909091,0.07575757575757576,0.09090909090909091,0.09090909090909091,0.22727272727272727,0.09090909090909091
11,0.07894736842105263,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.07894736842105263,0.10526315789473684,0.07894736842105263,0.09210526315789473,0.3026315789473684,0.06578947368421052
12,0.1,0.08333333333333333,0.11666666666666667,0.1,0.08333333333333333,0.1,0.1,0.08333333333333333,0.11666666666666667,0.11666666666666667
13,0.078125,0.078125,0.078125,0.078125,0.078125,0.109375,0.078125,0.078125,0.234375,0.109375
14,0.06756756756756757,0.10810810810810811,0.12162162162162163,0.08108108108108109,0.08108108108108109,0.12162162162162163,0.12162162162162163,0.06756756756756757,0.16216216216216217,0.06756756756756757
15,0.08771929824561403,0.08771929824561403,0.14035087719298245,0.08771929824561403,0.10526315789473684,0.12280701754385964,0.10526315789473684,0.08771929824561403,0.08771929824561403,0.08771929824561403
16,0.109375,0.09375,0.09375,0.09375,0.125,0.09375,0.125,0.09375,0.09375,0.078125
17,0.12698412698412698,0.07936507936507936,0.07936507936507936,0.1111111111111111,0.12698412698412698,0.07936507936507936,0.09523809523809523,0.07936507936507936,0.1111111111111111,0.1111111111111111
18,0.10606060606060606,0.07575757575757576,0.07575757575757576,0.07575757575757576,0.12121212121212122,0.07575757575757576,0.10606060606060606,0.09090909090909091,0.19696969696969696,0.07575757575757576
19,0.1791044776119403,0.1044776119402985,0.08955223880597014,0.07462686567164178,0.08955223880597014,0.11940298507462686,0.07462686567164178,0.07462686567164178,0.11940298507462686,0.07462686567164178
20,0.10909090909090909,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.12727272727272726,0.10909090909090909,0.09090909090909091,0.10909090909090909
